FILENAME: HD127334_2015-06-19T20-55-00.489_cb.spec.fits
       5482.2770       9339.8145
       5482.2943       8976.0986
       5482.3116       8590.3008
       5482.3290       8533.1387
       5482.3463       8369.0508
       5482.3637       8670.6855
       5482.3810       9064.0869
       5482.3984       9356.6885
       5482.4157       9829.0127
       5482.4330       9772.2490
       5482.4504       10140.091
       5482.4677       9948.8955
       5482.4850       10170.343
       5482.5024       9876.0254
       5482.5197       9630.1943
       5482.5370       9400.7861
       5482.5544       8741.0869
       5482.5717       8383.2363
       5482.5890       7850.8901
       5482.6063       7276.2080
       5482.6237       6687.1147
       5482.6410       6261.5054
       5482.6583       5465.6377
       5482.6756       4922.6724
       5482.6929       4726.7686
       5482.7103       5096.1206
       5482.7276       6015.8804
       5482.7449       7156.8657
       5482.7622       8253.5879
       5482.7795       9068.2813
       5482.7968       9790.1445
       5482.8141       9922.4375
       5482.8314       10227.787
       5482.8488       10425.094
       5482.8661       10411.705
       5482.8834       10465.869
       5482.9007       10392.634
       5482.9180       10463.906
       5482.9353       10418.604
       5482.9526       10283.450
       5482.9699       9999.8066
       5482.9872       9319.1035
       5483.0045       8710.2490
       5483.0218       7571.2456
       5483.0391       6509.3716
       5483.0564       5508.7290
       5483.0737       4839.0234
       5483.0909       5032.0044
       5483.1082       5383.9512
       5483.1255       5969.6035
       5483.1428       6515.0474
       5483.1601       6682.5996
       5483.1774       6738.5059
       5483.1947       6500.2935
       5483.2120       5938.3818
       5483.2292       5447.1738
       5483.2465       4946.6587
       5483.2638       4812.5610
       5483.2811       5061.4868
       5483.2984       5863.9634
       5483.3156       7007.2798
       5483.3329       8192.3984
       5483.3502       9151.2900
       5483.3675       10106.900
       5483.3847       10427.392
       5483.4020       10762.202
       5483.4193       10915.806
       5483.4365       11141.027
       5483.4538       10820.216
       5483.4711       11111.005
       5483.4883       11029.397
       5483.5056       10846.283
       5483.5229       10760.462
       5483.5401       10579.685
       5483.5574       10562.878
       5483.5746       10517.071
       5483.5919       10690.776
       5483.6092       10477.771
       5483.6264       10411.391
       5483.6437       9983.8682
       5483.6609       9580.6553
       5483.6782       9208.5801
       5483.6954       9079.3779
       5483.7127       9112.3145
       5483.7299       9312.5146
       5483.7472       9819.5244
       5483.7644       10100.670
       5483.7817       10409.287
       5483.7989       10585.634
       5483.8161       10661.931
       5483.8334       10683.335
       5483.8506       10876.788
       5483.8679       11101.390
       5483.8851       11207.313
       5483.9023       11372.777
       5483.9196       11528.100
       5483.9368       11568.014
       5483.9540       11439.665
       5483.9713       11320.602
       5483.9885       11407.429
       5484.0057       11399.307
       5484.0230       11467.316
       5484.0402       11328.082
       5484.0574       11218.597
       5484.0746       11194.558
       5484.0919       11266.816
       5484.1091       11248.261
       5484.1263       11330.516
       5484.1435       11517.094
       5484.1607       11534.063
       5484.1780       11632.343
       5484.1952       11593.254
       5484.2124       11909.017
       5484.2296       11850.204
       5484.2468       11732.676
       5484.2640       11554.492
       5484.2812       11705.838
       5484.2985       11702.169
       5484.3157       11708.022
       5484.3329       11570.874
       5484.3501       11348.018
       5484.3673       11324.884
       5484.3845       11332.313
       5484.4017       11325.146
       5484.4189       11195.022
       5484.4361       11408.604
       5484.4533       11133.114
       5484.4705       11486.419
       5484.4877       11561.923
       5484.5049       11928.150
       5484.5221       11820.029
       5484.5393       12039.300
       5484.5565       11909.536
       5484.5736       12179.796
       5484.5908       12116.799
       5484.6080       12038.774
       5484.6252       12189.854
       5484.6424       12350.553
       5484.6596       12253.607
       5484.6768       12308.072
       5484.6939       12406.065
       5484.7111       12438.483
       5484.7283       12317.589
       5484.7455       12599.801
       5484.7627       12339.523
       5484.7798       12342.704
       5484.7970       12110.341
       5484.8142       12072.739
       5484.8314       11686.667
       5484.8485       11279.477
       5484.8657       10235.841
       5484.8829       8933.5547
       5484.9000       7564.8433
       5484.9172       6836.9385
       5484.9344       6514.6504
       5484.9515       7005.5342
       5484.9687       8104.5029
       5484.9859       9377.9551
       5485.0030       10347.563
       5485.0202       11285.764
       5485.0373       11829.915
       5485.0545       11748.049
       5485.0717       11620.992
       5485.0888       11278.325
       5485.1060       10189.146
       5485.1231       8948.1953
       5485.1403       8031.5239
       5485.1574       7030.5552
       5485.1746       6609.5830
       5485.1917       6621.0112
       5485.2089       6815.6011
       5485.2260       7566.0474
       5485.2432       8539.2715
       5485.2603       9698.9863
       5485.2774       10841.488
       5485.2946       11699.540
       5485.3117       12318.918
       5485.3289       12562.082
       5485.3460       12891.356
       5485.3631       13153.817
       5485.3803       13049.398
       5485.3974       13111.866
       5485.4145       12901.861
       5485.4317       12750.902
       5485.4488       13260.404
       5485.4659       12924.701
       5485.4831       12781.787
       5485.5002       12850.377
       5485.5173       12657.250
       5485.5344       12735.188
       5485.5516       12845.900
       5485.5687       12731.830
       5485.5858       12928.135
       5485.6029       13013.518
       5485.6200       13031.923
       5485.6372       12922.555
       5485.6543       12878.132
       5485.6714       12950.871
       5485.6885       12645.494
       5485.7056       12564.723
       5485.7227       12272.438
       5485.7398       12499.901
       5485.7569       12433.983
       5485.7741       12631.058
       5485.7912       12585.292
       5485.8083       12517.850
       5485.8254       12722.257
       5485.8425       12697.991
       5485.8596       12640.453
       5485.8767       12938.345
       5485.8938       12926.193
       5485.9109       13172.673
       5485.9280       13301.188
       5485.9451       13531.784
       5485.9622       13461.797
       5485.9793       13615.679
       5485.9963       13843.057
       5486.0134       13694.837
       5486.0305       13796.056
       5486.0476       13746.507
       5486.0647       13948.307
       5486.0818       13984.771
       5486.0989       13716.357
       5486.1160       13861.010
       5486.1330       13939.482
       5486.1501       14123.285
       5486.1672       14110.305
       5486.1843       14084.199
       5486.2014       13864.630
       5486.2184       13971.818
       5486.2355       14139.205
       5486.2526       13935.894
       5486.2697       14271.478
       5486.2867       14192.146
       5486.3038       14142.942
       5486.3209       14232.852
       5486.3380       14298.386
       5486.3550       13971.094
       5486.3721       14124.317
       5486.3892       14051.188
       5486.4062       13659.420
       5486.4233       13767.942
       5486.4403       13678.364
       5486.4574       13603.949
       5486.4745       13637.357
       5486.4915       13824.526
       5486.5086       13998.530
       5486.5256       14312.842
       5486.5427       14203.984
       5486.5597       14251.797
       5486.5768       14449.741
       5486.5939       14284.907
       5486.6109       14180.087
       5486.6279       14365.981
       5486.6450       14232.052
       5486.6620       14464.020
       5486.6791       14487.419
       5486.6961       14604.968
       5486.7132       14537.640
       5486.7302       14633.386
       5486.7473       14722.842
       5486.7643       14652.667
       5486.7813       14699.277
       5486.7984       14765.484
       5486.8154       14634.684
       5486.8324       14557.676
       5486.8495       14642.375
       5486.8665       14503.125
       5486.8835       14785.507
       5486.9006       15013.813
       5486.9176       14931.063
       5486.9346       14800.874
       5486.9517       14826.381
       5486.9687       14868.380
       5486.9857       14891.894
       5487.0027       15140.229
       5487.0198       15083.763
       5487.0368       15190.837
       5487.0538       14993.811
       5487.0708       15085.632
       5487.0878       15281.426
       5487.1048       15215.808
       5487.1219       15258.032
       5487.1389       15277.688
       5487.1559       15274.991
       5487.1729       15318.397
       5487.1899       15341.110
       5487.2069       15277.188
       5487.2239       15359.182
       5487.2409       15476.396
       5487.2579       15357.671
       5487.2749       15243.479
       5487.2919       15131.814
       5487.3089       15178.547
       5487.3259       14669.532
       5487.3429       14880.925
       5487.3599       14642.170
       5487.3769       14434.476
       5487.3939       14409.141
       5487.4109       14697.405
       5487.4279       14730.210
       5487.4449       15045.543
       5487.4619       15098.926
       5487.4789       15013.274
       5487.4959       15082.032
       5487.5129       15067.598
       5487.5299       15052.209
       5487.5468       14893.852
       5487.5638       14907.143
       5487.5808       14958.334
       5487.5978       14708.647
       5487.6148       14748.425
       5487.6318       14992.529
       5487.6487       14987.380
       5487.6657       15292.354
       5487.6827       15442.087
       5487.6997       15695.362
       5487.7166       15803.381
       5487.7336       16078.713
       5487.7506       16014.537
       5487.7675       16166.270
       5487.7845       15997.239
       5487.8015       16127.690
       5487.8185       16079.237
       5487.8354       16359.977
       5487.8524       16132.344
       5487.8693       16116.077
       5487.8863       16061.908
       5487.9033       15838.699
       5487.9202       15735.554
       5487.9372       16131.681
       5487.9541       15832.582
       5487.9711       15932.577
       5487.9881       16187.446
       5488.0050       15964.975
       5488.0220       16094.423
       5488.0389       16348.462
       5488.0559       16360.032
       5488.0728       16511.531
       5488.0898       16533.654
       5488.1067       16317.318
       5488.1236       16566.133
       5488.1406       16355.038
       5488.1575       16445.590
       5488.1745       16630.082
       5488.1914       16505.525
       5488.2084       16781.387
       5488.2253       16593.801
       5488.2422       16816.088
       5488.2592       16460.850
       5488.2761       16344.249
       5488.2930       16462.234
       5488.3100       16322.879
       5488.3269       16303.344
       5488.3438       16342.418
       5488.3608       16605.705
       5488.3777       16393.781
       5488.3946       16500.295
       5488.4115       16523.494
       5488.4285       16529.924
       5488.4454       16617.746
       5488.4623       16819.266
       5488.4792       16686.018
       5488.4961       16630.793
       5488.5131       16500.838
       5488.5300       16456.678
       5488.5469       16290.789
       5488.5638       16445.016
       5488.5807       16534.963
       5488.5976       16466.650
       5488.6145       16425.365
       5488.6315       16780.396
       5488.6484       16782.977
       5488.6653       16836.590
       5488.6822       16706.771
       5488.6991       16597.783
       5488.7160       16546.172
       5488.7329       16431.619
       5488.7498       16215.380
       5488.7667       16339.079
       5488.7836       16069.689
       5488.8005       16206.917
       5488.8174       16357.043
       5488.8343       16059.072
       5488.8512       16209.385
       5488.8681       16015.196
       5488.8850       15805.621
       5488.9018       15354.480
       5488.9187       14212.441
       5488.9356       12762.325
       5488.9525       11612.628
       5488.9694       10600.561
       5488.9863       10424.496
       5489.0032       11264.795
       5489.0201       12647.725
       5489.0369       14093.218
       5489.0538       15179.045
       5489.0707       15992.587
       5489.0876       16594.918
       5489.1044       16847.855
       5489.1213       17120.578
       5489.1382       17312.705
       5489.1551       17371.793
       5489.1719       17328.336
       5489.1888       17572.504
       5489.2057       17686.781
       5489.2226       17237.934
       5489.2394       16803.762
       5489.2563       16471.248
       5489.2731       15816.841
       5489.2900       14831.178
       5489.3069       13805.647
       5489.3237       12970.773
       5489.3406       12706.048
       5489.3575       12825.711
       5489.3743       13175.210
       5489.3912       13909.657
       5489.4080       14640.271
       5489.4249       15116.172
       5489.4417       15234.274
       5489.4586       15023.504
       5489.4754       14292.155
       5489.4923       13135.997
       5489.5091       11743.385
       5489.5260       9920.8555
       5489.5428       8433.7871
       5489.5597       6810.9067
       5489.5765       5947.5698
       5489.5934       6122.5356
       5489.6102       7362.7300
       5489.6270       9185.6689
       5489.6439       11271.392
       5489.6607       13155.735
       5489.6776       14543.613
       5489.6944       15391.913
       5489.7112       15780.638
       5489.7281       16048.749
       5489.7449       16135.225
       5489.7617       16313.421
       5489.7785       16538.848
       5489.7954       16878.408
       5489.8122       17465.943
       5489.8290       17467.459
       5489.8459       17811.348
       5489.8627       17880.080
       5489.8795       17605.436
       5489.8963       17645.898
       5489.9131       17304.352
       5489.9300       16436.691
       5489.9468       15783.085
       5489.9636       15024.411
       5489.9804       14393.376
       5489.9972       14473.386
       5490.0140       14537.428
       5490.0308       14823.229
       5490.0477       15610.579
       5490.0645       16339.940
       5490.0813       17210.197
       5490.0981       17749.713
       5490.1149       18036.848
       5490.1317       18302.357
       5490.1485       18425.275
       5490.1653       18410.133
       5490.1821       18417.262
       5490.1989       18259.906
       5490.2157       18622.299
       5490.2325       18652.859
       5490.2493       18735.279
       5490.2661       18757.283
       5490.2829       18758.479
       5490.2997       18928.076
       5490.3165       18982.572
       5490.3333       19093.121
       5490.3500       18882.598
       5490.3668       19002.672
       5490.3836       19085.043
       5490.4004       18966.990
       5490.4172       19057.592
       5490.4340       19094.057
       5490.4508       19066.975
       5490.4675       19373.021
       5490.4843       19338.516
       5490.5011       19477.885
       5490.5179       19258.281
       5490.5347       18929.318
       5490.5514       19070.357
       5490.5682       19256.584
       5490.5850       19143.404
       5490.6017       19125.459
       5490.6185       19048.318
       5490.6353       19127.072
       5490.6521       19049.447
       5490.6688       18825.584
       5490.6856       18711.000
       5490.7023       18414.693
       5490.7191       18029.686
       5490.7359       17624.195
       5490.7526       17288.494
       5490.7694       16912.039
       5490.7862       16349.587
       5490.8029       16537.973
       5490.8197       16534.850
       5490.8364       16678.584
       5490.8532       17530.695
       5490.8699       17817.912
       5490.8867       18327.951
       5490.9034       18753.436
       5490.9202       18605.301
       5490.9369       18979.926
       5490.9537       19335.912
       5490.9704       19463.822
       5490.9872       19368.990
       5491.0039       19533.129
       5491.0207       19528.912
       5491.0374       19688.615
       5491.0541       19500.777
       5491.0709       19912.516
       5491.0876       19733.988
       5491.1043       20099.271
       5491.1211       20284.244
       5491.1378       20223.879
       5491.1545       20223.697
       5491.1713       20219.094
       5491.1880       20413.459
       5491.2047       20335.295
       5491.2215       20477.604
       5491.2382       20386.563
       5491.2549       20818.443
       5491.2716       20443.980
       5491.2884       20386.559
       5491.3051       20252.754
       5491.3218       20658.797
       5491.3385       20448.680
       5491.3552       20279.473
       5491.3720       19988.102
       5491.3887       20004.768
       5491.4054       19856.850
       5491.4221       19513.045
       5491.4388       19170.338
       5491.4555       19237.826
       5491.4722       18678.709
       5491.4889       18833.508
       5491.5057       18682.924
       5491.5224       18701.820
       5491.5391       19180.398
       5491.5558       19293.629
       5491.5725       19553.859
       5491.5892       19506.895
       5491.6059       19656.527
       5491.6226       18869.125
       5491.6393       18170.805
       5491.6560       17547.438
       5491.6727       16706.318
       5491.6894       16813.979
       5491.7061       17366.348
       5491.7228       18089.049
       5491.7394       18901.701
       5491.7561       19791.814
       5491.7728       19944.516
       5491.7895       20610.936
       5491.8062       20572.541
       5491.8229       20795.773
       5491.8396       20575.172
       5491.8562       20972.191
       5491.8729       20985.453
       5491.8896       20822.074
       5491.9063       19989.250
       5491.9230       18800.188
       5491.9396       17578.203
       5491.9563       16044.732
       5491.9730       15142.565
       5491.9897       14706.876
       5492.0063       15540.848
       5492.0230       16883.568
       5492.0397       18408.584
       5492.0564       19454.309
       5492.0730       20475.961
       5492.0897       20861.939
       5492.1064       21160.445
       5492.1230       21589.717
       5492.1397       21242.664
       5492.1563       21402.799
       5492.1730       21539.559
       5492.1897       21565.379
       5492.2063       21436.143
       5492.2230       21663.504
       5492.2396       21664.385
       5492.2563       21401.543
       5492.2729       21731.332
       5492.2896       21715.051
       5492.3062       21646.820
       5492.3229       21560.568
       5492.3395       21718.574
       5492.3562       21942.109
       5492.3728       21935.943
       5492.3895       22044.705
       5492.4061       22099.223
       5492.4228       21868.861
       5492.4394       21214.043
       5492.4561       20628.068
       5492.4727       19817.961
       5492.4893       18255.947
       5492.5060       17229.467
       5492.5226       16838.158
       5492.5392       16901.928
       5492.5559       17699.680
       5492.5725       18595.469
       5492.5891       19895.928
       5492.6058       20930.422
       5492.6224       21335.016
       5492.6390       21306.766
       5492.6556       21495.307
       5492.6723       21528.934
       5492.6889       21314.234
       5492.7055       21565.076
       5492.7221       21654.244
       5492.7388       21857.277
       5492.7554       21893.141
       5492.7720       22078.264
       5492.7886       22068.779
       5492.8052       22318.775
       5492.8218       22444.619
       5492.8385       22476.064
       5492.8551       22360.277
       5492.8717       22434.822
       5492.8883       22813.422
       5492.9049       22486.203
       5492.9215       22670.844
       5492.9381       22668.006
       5492.9547       22591.166
       5492.9713       22529.674
       5492.9879       22486.502
       5493.0045       22638.467
       5493.0211       22705.828
       5493.0377       22747.643
       5493.0543       22608.250
       5493.0709       22707.791
       5493.0875       22587.385
       5493.1041       22412.857
       5493.1207       22749.330
       5493.1373       22777.885
       5493.1539       23057.453
       5493.1705       22831.375
       5493.1871       23115.752
       5493.2036       22990.342
       5493.2202       23220.607
       5493.2368       23283.273
       5493.2534       23177.990
       5493.2700       23088.027
       5493.2866       23190.748
       5493.3031       23356.607
       5493.3197       23385.539
       5493.3363       23459.520
       5493.3529       23457.105
       5493.3695       23577.939
       5493.3860       23562.078
       5493.4026       23293.527
       5493.4192       23396.521
       5493.4357       23188.514
       5493.4523       23204.184
       5493.4689       23145.826
       5493.4855       23133.889
       5493.5020       23105.652
       5493.5186       23166.480
       5493.5351       23233.922
       5493.5517       22922.365
       5493.5683       22984.076
       5493.5848       22755.156
       5493.6014       22006.672
       5493.6179       21142.803
       5493.6345       20359.465
       5493.6511       19637.090
       5493.6676       19180.916
       5493.6842       19683.949
       5493.7007       20457.791
       5493.7173       21622.010
       5493.7338       22088.611
       5493.7504       22880.170
       5493.7669       23327.668
       5493.7835       23469.104
       5493.8000       23722.795
       5493.8165       23644.949
       5493.8331       23947.898
       5493.8496       23720.434
       5493.8662       23946.572
       5493.8827       24125.854
       5493.8992       23843.631
       5493.9158       23890.359
       5493.9323       23607.084
       5493.9489       23616.496
       5493.9654       23448.936
       5493.9819       23267.357
       5493.9984       23178.805
       5494.0150       22633.096
       5494.0315       22889.148
       5494.0480       22849.525
       5494.0646       22984.158
       5494.0811       23078.682
       5494.0976       23321.475
       5494.1141       23500.971
       5494.1306       23683.473
       5494.1472       23517.279
       5494.1637       23431.439
       5494.1802       23681.713
       5494.1967       23608.930
       5494.2132       23873.850
       5494.2298       24103.658
       5494.2463       24487.729
       5494.2628       24628.736
       5494.2793       24640.313
       5494.2958       24338.938
       5494.3123       24879.295
       5494.3288       24763.248
       5494.3453       24486.934
       5494.3618       24776.506
       5494.3783       24667.375
       5494.3948       24695.947
       5494.4113       24833.225
       5494.4278       24995.834
       5494.4443       24948.613
       5494.4608       24543.020
       5494.4773       24947.215
       5494.4938       24706.453
       5494.5103       24608.201
       5494.5268       24686.695
       5494.5433       24819.631
       5494.5598       24460.125
       5494.5763       24491.934
       5494.5928       24536.291
       5494.6092       24384.395
       5494.6257       24103.160
       5494.6422       24045.719
       5494.6587       23661.686
       5494.6752       22881.445
       5494.6917       22259.348
       5494.7081       21782.697
       5494.7246       22017.928
       5494.7411       22464.297
       5494.7576       23016.203
       5494.7741       23491.270
       5494.7905       23874.879
       5494.8070       24460.754
       5494.8235       24697.771
       5494.8399       24915.102
       5494.8564       24775.217
       5494.8729       24522.354
       5494.8893       24767.174
       5494.9058       24306.598
       5494.9223       24305.869
       5494.9387       24005.191
       5494.9552       23877.051
       5494.9717       23861.057
       5494.9881       23539.076
       5495.0046       22458.494
       5495.0210       21844.330
       5495.0375       21290.586
       5495.0539       20646.408
       5495.0704       20242.008
       5495.0869       20565.055
       5495.1033       21110.355
       5495.1198       21919.799
       5495.1362       22772.820
       5495.1526       23340.215
       5495.1691       23671.625
       5495.1855       23896.445
       5495.2020       23930.484
       5495.2184       23838.625
       5495.2349       23741.486
       5495.2513       22957.498
       5495.2678       21592.322
       5495.2842       19468.693
       5495.3006       17261.248
       5495.3171       15709.305
       5495.3335       14841.099
       5495.3499       15510.269
       5495.3664       16979.420
       5495.3828       19242.953
       5495.3992       21353.576
       5495.4157       22811.125
       5495.4321       23720.227
       5495.4485       24652.029
       5495.4649       24986.484
       5495.4814       25023.557
       5495.4978       25722.154
       5495.5142       25394.736
       5495.5306       25664.160
       5495.5470       25462.307
       5495.5635       25338.621
       5495.5799       24725.248
       5495.5963       23890.313
       5495.6127       22758.129
       5495.6291       21573.992
       5495.6455       20543.783
       5495.6619       19890.205
       5495.6784       19437.348
       5495.6948       19916.271
       5495.7112       19931.408
       5495.7276       20622.541
       5495.7440       21416.166
       5495.7604       22156.154
       5495.7768       23263.420
       5495.7932       23815.344
       5495.8096       24170.260
       5495.8260       24529.031
       5495.8424       24955.719
       5495.8588       25393.580
       5495.8752       25558.029
       5495.8916       25794.861
       5495.9080       25803.232
       5495.9244       25953.688
       5495.9408       26201.900
       5495.9571       26386.563
       5495.9735       26373.869
       5495.9899       25924.449
       5496.0063       26350.043
       5496.0227       26397.814
       5496.0391       26473.408
       5496.0555       26877.055
       5496.0718       26380.113
       5496.0882       26967.219
       5496.1046       26636.145
       5496.1210       26511.184
       5496.1374       26761.572
       5496.1537       26543.096
       5496.1701       26476.135
       5496.1865       26334.055
       5496.2028       26041.807
       5496.2192       25360.135
       5496.2356       23978.967
       5496.2520       22035.861
       5496.2683       20123.598
       5496.2847       18961.096
       5496.3011       18143.041
       5496.3174       18794.553
       5496.3338       20353.021
       5496.3501       22332.789
       5496.3665       23967.523
       5496.3829       25008.307
       5496.3992       25951.807
       5496.4156       26279.861
       5496.4319       26994.061
       5496.4483       26740.102
       5496.4646       26656.518
       5496.4810       26409.590
       5496.4973       26340.623
       5496.5137       25952.828
       5496.5300       25986.697
       5496.5464       25855.281
       5496.5627       25989.504
       5496.5791       26715.027
       5496.5954       26463.357
       5496.6118       26376.631
       5496.6281       26140.635
       5496.6445       25834.359
       5496.6608       24491.314
       5496.6771       23074.393
       5496.6935       21784.609
       5496.7098       20722.518
       5496.7261       21013.203
       5496.7425       22125.266
       5496.7588       23516.576
       5496.7751       24693.682
       5496.7915       26193.295
       5496.8078       26738.480
       5496.8241       27385.965
       5496.8404       27702.535
       5496.8568       28107.732
       5496.8731       28220.742
       5496.8894       28122.777
       5496.9057       28391.854
       5496.9221       28249.965
       5496.9384       28279.396
       5496.9547       28144.322
       5496.9710       28384.094
       5496.9873       28228.217
       5497.0036       28491.162
       5497.0199       28613.445
       5497.0363       28350.324
       5497.0526       28330.311
       5497.0689       28331.494
       5497.0852       28288.125
       5497.1015       28590.654
       5497.1178       28594.717
       5497.1341       28594.426
       5497.1504       28486.041
       5497.1667       28506.023
       5497.1830       28499.762
       5497.1993       28555.846
       5497.2156       28443.551
       5497.2319       28243.777
       5497.2482       28635.324
       5497.2645       28335.600
       5497.2808       28663.783
       5497.2971       28267.084
       5497.3134       28330.928
       5497.3297       28581.889
       5497.3460       28412.000
       5497.3622       28157.133
       5497.3785       27913.746
       5497.3948       28028.406
       5497.4111       28000.611
       5497.4274       27805.436
       5497.4437       28193.506
       5497.4600       27918.227
       5497.4762       27663.619
       5497.4925       27529.076
       5497.5088       27268.754
       5497.5251       27541.631
       5497.5413       27714.779
       5497.5576       27862.764
       5497.5739       28250.988
       5497.5902       28619.889
       5497.6064       28773.672
       5497.6227       28979.369
       5497.6390       28783.012
       5497.6552       28761.441
       5497.6715       28845.904
       5497.6878       28808.439
       5497.7040       28517.057
       5497.7203       28866.576
       5497.7366       28720.822
       5497.7528       28853.918
       5497.7691       28640.791
       5497.7853       28678.795
       5497.8016       29219.527
       5497.8178       29056.744
       5497.8341       29117.244
       5497.8503       29317.402
       5497.8666       29406.701
       5497.8828       29468.385
       5497.8991       29601.574
       5497.9153       29226.777
       5497.9316       29629.900
       5497.9478       29323.318
       5497.9641       29526.576
       5497.9803       29317.199
       5497.9966       29590.727
       5498.0128       29604.811
       5498.0290       29869.557
       5498.0453       29811.178
       5498.0615       29638.012
       5498.0778       29392.707
       5498.0940       29852.525
       5498.1102       29908.469
       5498.1265       29545.885
       5498.1427       29802.855
       5498.1589       29725.543
       5498.1752       29589.607
       5498.1914       29685.170
       5498.2076       29591.938
       5498.2238       29485.729
       5498.2401       29435.939
       5498.2563       29327.191
       5498.2725       29225.494
       5498.2887       28940.414
       5498.3049       28305.264
       5498.3212       28056.760
       5498.3374       27420.836
       5498.3536       26903.240
       5498.3698       26259.170
       5498.3860       25812.498
       5498.4022       25683.111
       5498.4184       26176.211
       5498.4347       27171.848
       5498.4509       27934.129
       5498.4671       28805.416
       5498.4833       29390.348
       5498.4995       29734.510
       5498.5157       29556.217
       5498.5319       29888.119
       5498.5481       30012.600
       5498.5643       29928.166
       5498.5805       29668.051
       5498.5967       29648.857
       5498.6129       29455.752
       5498.6291       29436.357
       5498.6453       29560.119
       5498.6615       29451.342
       5498.6777       29989.926
       5498.6939       29965.934
       5498.7100       30200.104
       5498.7262       30112.521
       5498.7424       29940.770
       5498.7586       29950.982
       5498.7748       30262.600
       5498.7910       29988.939
       5498.8072       30307.494
       5498.8233       30153.076
       5498.8395       30415.807
       5498.8557       30469.813
       5498.8719       30700.779
       5498.8881       30402.674
       5498.9042       30428.904
       5498.9204       29675.818
       5498.9366       29661.316
       5498.9528       29576.643
       5498.9689       29135.236
       5498.9851       29274.072
       5499.0013       29073.885
       5499.0174       29239.568
       5499.0336       29138.238
       5499.0498       29224.648
       5499.0659       29432.660
       5499.0821       29567.793
       5499.0983       29779.336
       5499.1144       30042.672
       5499.1306       29437.996
       5499.1467       29232.303
       5499.1629       28623.676
       5499.1790       27736.559
       5499.1952       26410.742
       5499.2114       25359.521
       5499.2275       23505.787
       5499.2437       21949.678
       5499.2598       19842.564
       5499.2760       17347.635
       5499.2921       14425.375
       5499.3082       11177.211
       5499.3244       8485.3330
       5499.3405       6946.3496
       5499.3567       6136.2388
       5499.3728       6484.5400
       5499.3890       8014.5444
