FILENAME: HD127334_2015-06-12T22-54-28.471_cb.spec.fits
       5482.4504       17165.408
       5482.4677       17319.609
       5482.4850       17240.891
       5482.5024       16954.617
       5482.5197       15969.463
       5482.5370       15314.331
       5482.5544       14513.298
       5482.5717       13895.167
       5482.5890       12872.556
       5482.6063       12136.486
       5482.6237       10972.242
       5482.6410       9757.9551
       5482.6583       8673.5420
       5482.6756       8096.2808
       5482.6929       8277.7646
       5482.7103       9671.2939
       5482.7276       11358.029
       5482.7449       13452.056
       5482.7622       14958.811
       5482.7795       16281.033
       5482.7968       16945.420
       5482.8141       17529.594
       5482.8315       17830.902
       5482.8488       17783.533
       5482.8661       17853.623
       5482.8834       17928.277
       5482.9007       17851.828
       5482.9180       17729.047
       5482.9353       17725.561
       5482.9526       17442.541
       5482.9699       16606.094
       5482.9872       15505.940
       5483.0045       13777.823
       5483.0218       11760.112
       5483.0391       9979.9385
       5483.0564       8663.6787
       5483.0737       8509.5527
       5483.0910       8944.5508
       5483.1083       9864.0586
       5483.1255       10913.992
       5483.1428       11522.664
       5483.1601       11616.740
       5483.1774       11320.823
       5483.1947       10702.660
       5483.2120       9691.6914
       5483.2293       8779.5742
       5483.2465       8327.5146
       5483.2638       8460.1045
       5483.2811       9567.9775
       5483.2984       11319.558
       5483.3157       13294.677
       5483.3329       15251.884
       5483.3502       16636.199
       5483.3675       17432.715
       5483.3847       18328.920
       5483.4020       18321.289
       5483.4193       18939.303
       5483.4366       18923.400
       5483.4538       18967.184
       5483.4711       18879.150
       5483.4884       18748.941
       5483.5056       18516.643
       5483.5229       18127.566
       5483.5401       18340.322
       5483.5574       18221.834
       5483.5747       18227.277
       5483.5919       17988.207
       5483.6092       18114.568
       5483.6264       17542.975
       5483.6437       17016.936
       5483.6609       16197.057
       5483.6782       15590.837
       5483.6954       15642.394
       5483.7127       15874.924
       5483.7299       16858.455
       5483.7472       17160.316
       5483.7644       17735.170
       5483.7817       18039.912
       5483.7989       18581.670
       5483.8162       18167.617
       5483.8334       18493.666
       5483.8506       18855.719
       5483.8679       18831.328
       5483.8851       19046.199
       5483.9024       19367.217
       5483.9196       19477.518
       5483.9368       19532.100
       5483.9541       19536.330
       5483.9713       19500.900
       5483.9885       19821.932
       5484.0058       19311.936
       5484.0230       19659.186
       5484.0402       19294.025
       5484.0574       19355.947
       5484.0747       19464.590
       5484.0919       19415.109
       5484.1091       19459.529
       5484.1263       19669.061
       5484.1435       19871.975
       5484.1608       19976.344
       5484.1780       20334.805
       5484.1952       20247.469
       5484.2124       20092.318
       5484.2296       20175.766
       5484.2468       20178.703
       5484.2641       20008.773
       5484.2813       20045.020
       5484.2985       19828.736
       5484.3157       19797.711
       5484.3329       19869.594
       5484.3501       19281.816
       5484.3673       19178.512
       5484.3845       19294.436
       5484.4017       19165.354
       5484.4189       19477.559
       5484.4361       19500.865
       5484.4533       19648.758
       5484.4705       19742.566
       5484.4877       20093.869
       5484.5049       20421.740
       5484.5221       20442.916
       5484.5393       20474.287
       5484.5565       20852.148
       5484.5737       20701.557
       5484.5909       20889.961
       5484.6080       21034.014
       5484.6252       21072.508
       5484.6424       21206.502
       5484.6596       20927.672
       5484.6768       21191.295
       5484.6940       21259.748
       5484.7111       21301.209
       5484.7283       21062.080
       5484.7455       21170.027
       5484.7627       21161.746
       5484.7799       20885.646
       5484.7970       20704.947
       5484.8142       20456.402
       5484.8314       19751.254
       5484.8486       18122.299
       5484.8657       16342.640
       5484.8829       14040.015
       5484.9001       12094.940
       5484.9172       11254.764
       5484.9344       11556.910
       5484.9516       13034.331
       5484.9687       15370.489
       5484.9859       17105.080
       5485.0030       19000.871
       5485.0202       19918.068
       5485.0374       20330.842
       5485.0545       20448.283
       5485.0717       19603.641
       5485.0888       18160.566
       5485.1060       16218.660
       5485.1231       14307.433
       5485.1403       12659.890
       5485.1574       11766.608
       5485.1746       11219.502
       5485.1917       11349.219
       5485.2089       12627.625
       5485.2260       13974.952
       5485.2432       15900.115
       5485.2603       17928.506
       5485.2775       19664.906
       5485.2946       20624.219
       5485.3117       21386.469
       5485.3289       21991.607
       5485.3460       22261.740
       5485.3632       22020.611
       5485.3803       22064.285
       5485.3974       22691.508
       5485.4146       22316.023
       5485.4317       22229.045
       5485.4488       22220.582
       5485.4660       22122.998
       5485.4831       22227.129
       5485.5002       21996.572
       5485.5173       22038.664
       5485.5345       22125.352
       5485.5516       22384.686
       5485.5687       22616.973
       5485.5858       22464.906
       5485.6029       22303.098
       5485.6201       22509.887
       5485.6372       22011.156
       5485.6543       21830.758
       5485.6714       21754.041
       5485.6885       21314.006
       5485.7056       21560.977
       5485.7227       21423.244
       5485.7399       21345.438
       5485.7570       21607.156
       5485.7741       21437.674
       5485.7912       21509.557
       5485.8083       21801.271
       5485.8254       21650.773
       5485.8425       21648.352
       5485.8596       21866.361
       5485.8767       21730.285
       5485.8938       22809.238
       5485.9109       22474.900
       5485.9280       23134.783
       5485.9451       23335.125
       5485.9622       23552.646
       5485.9793       23816.490
       5485.9964       23859.707
       5486.0135       23674.303
       5486.0306       23747.939
       5486.0476       24007.523
       5486.0647       23679.625
       5486.0818       24006.221
       5486.0989       23905.793
       5486.1160       23943.018
       5486.1331       23752.986
       5486.1502       24070.354
       5486.1672       24009.658
       5486.1843       24151.344
       5486.2014       23956.879
       5486.2185       24271.834
       5486.2355       24292.254
       5486.2526       24387.277
       5486.2697       24358.277
       5486.2868       24408.328
       5486.3038       24520.570
       5486.3209       24626.367
       5486.3380       24162.248
       5486.3550       24203.240
       5486.3721       24226.404
       5486.3892       24155.541
       5486.4062       23634.033
       5486.4233       23595.830
       5486.4404       23393.484
       5486.4574       23478.080
       5486.4745       23927.281
       5486.4915       23781.949
       5486.5086       24148.963
       5486.5257       24433.707
       5486.5427       24795.521
       5486.5598       24338.773
       5486.5768       24526.324
       5486.5939       24428.109
       5486.6109       24568.396
       5486.6280       24585.826
       5486.6450       24838.359
       5486.6621       24618.250
       5486.6791       24878.859
       5486.6962       25220.842
       5486.7132       25302.094
       5486.7302       24775.896
       5486.7473       25411.891
       5486.7643       25238.879
       5486.7814       25082.564
       5486.7984       25178.609
       5486.8154       25464.664
       5486.8325       25152.895
       5486.8495       25075.523
       5486.8665       25023.906
       5486.8836       25349.631
       5486.9006       25284.965
       5486.9176       25567.176
       5486.9347       25418.309
       5486.9517       25585.605
       5486.9687       25685.441
       5486.9857       25600.818
       5487.0028       25801.301
       5487.0198       25715.115
       5487.0368       25984.016
       5487.0538       26053.375
       5487.0708       25957.453
       5487.0879       25885.180
       5487.1049       25841.826
       5487.1219       25869.951
       5487.1389       26042.004
       5487.1559       26474.244
       5487.1729       26107.453
       5487.1899       26049.650
       5487.2069       26268.936
       5487.2239       26191.711
       5487.2410       26415.893
       5487.2580       26162.150
       5487.2750       26026.129
       5487.2920       26134.797
       5487.3090       25677.063
       5487.3260       25088.107
       5487.3430       24994.500
       5487.3600       24823.984
       5487.3770       25001.563
       5487.3940       25052.311
       5487.4110       25597.393
       5487.4279       25524.758
       5487.4449       25913.572
       5487.4619       26149.662
       5487.4789       25530.605
       5487.4959       25743.123
       5487.5129       25699.557
       5487.5299       25458.930
       5487.5469       25585.877
       5487.5639       25524.010
       5487.5808       25485.379
       5487.5978       25676.623
       5487.6148       25541.197
       5487.6318       25966.738
       5487.6488       26264.109
       5487.6657       26584.635
       5487.6827       26483.047
       5487.6997       27277.260
       5487.7167       27438.307
       5487.7336       27267.402
       5487.7506       27233.664
       5487.7676       27419.758
       5487.7845       27127.139
       5487.8015       27707.742
       5487.8185       27842.352
       5487.8354       27683.578
       5487.8524       27435.379
       5487.8694       27224.828
       5487.8863       27371.031
       5487.9033       27179.805
       5487.9202       27227.627
       5487.9372       27337.832
       5487.9542       27376.803
       5487.9711       27502.355
       5487.9881       27616.555
       5488.0050       27698.002
       5488.0220       27948.455
       5488.0389       28040.070
       5488.0559       27973.555
       5488.0728       28081.865
       5488.0898       28343.139
       5488.1067       28060.178
       5488.1237       28273.023
       5488.1406       28462.381
       5488.1576       28592.830
       5488.1745       28564.213
       5488.1914       28478.309
       5488.2084       28396.611
       5488.2253       28481.803
       5488.2422       28542.479
       5488.2592       28249.143
       5488.2761       28127.057
       5488.2930       27836.207
       5488.3100       28025.826
       5488.3269       27923.660
       5488.3438       28151.219
       5488.3608       28083.320
       5488.3777       28405.658
       5488.3946       28241.621
       5488.4115       28393.605
       5488.4285       28326.848
       5488.4454       28417.543
       5488.4623       28214.629
       5488.4792       28064.096
       5488.4962       28204.904
       5488.5131       28545.234
       5488.5300       28502.258
       5488.5469       28016.068
       5488.5638       28370.404
       5488.5807       28422.160
       5488.5976       28756.318
       5488.6146       28623.402
       5488.6315       28837.070
       5488.6484       29046.232
       5488.6653       28670.596
       5488.6822       28855.563
       5488.6991       28538.631
       5488.7160       28423.221
       5488.7329       28237.430
       5488.7498       28198.531
       5488.7667       27715.170
       5488.7836       27715.916
       5488.8005       27675.932
       5488.8174       27638.535
       5488.8343       27728.646
       5488.8512       27582.582
       5488.8681       27484.205
       5488.8850       26417.174
       5488.9019       24981.414
       5488.9188       23089.783
       5488.9356       20597.158
       5488.9525       18590.789
       5488.9694       17916.955
       5488.9863       18742.539
       5489.0032       20854.094
       5489.0201       23131.131
       5489.0369       25168.623
       5489.0538       26817.258
       5489.0707       28195.846
       5489.0876       28892.859
       5489.1045       29268.707
       5489.1213       29658.336
       5489.1382       29894.008
       5489.1551       29920.451
       5489.1720       29747.977
       5489.1888       30008.328
       5489.2057       29747.438
       5489.2226       29746.572
       5489.2394       28728.414
       5489.2563       27491.492
       5489.2732       25743.570
       5489.2900       24249.531
       5489.3069       23003.498
       5489.3237       21538.369
       5489.3406       21455.461
       5489.3575       22169.168
       5489.3743       23519.582
       5489.3912       24637.098
       5489.4080       25531.010
       5489.4249       26080.494
       5489.4417       26118.754
       5489.4586       24943.148
       5489.4754       23717.631
       5489.4923       21319.361
       5489.5091       18417.932
       5489.5260       15128.492
       5489.5428       12469.947
       5489.5597       10619.004
       5489.5765       10439.006
       5489.5934       11679.339
       5489.6102       14472.063
       5489.6270       18036.373
       5489.6439       21784.725
       5489.6607       24080.785
       5489.6776       26332.650
       5489.6944       26986.287
       5489.7112       27733.156
       5489.7281       27710.256
       5489.7449       28010.699
       5489.7617       28125.568
       5489.7786       28645.512
       5489.7954       29294.602
       5489.8122       29640.465
       5489.8290       30513.742
       5489.8459       30731.947
       5489.8627       30686.477
       5489.8795       30309.789
       5489.8963       29770.322
       5489.9131       28396.893
       5489.9300       27267.566
       5489.9468       26251.459
       5489.9636       25066.857
       5489.9804       24060.611
       5489.9972       24651.203
       5490.0140       25098.340
       5490.0309       26493.965
       5490.0477       27922.004
       5490.0645       29065.154
       5490.0813       30068.607
       5490.0981       30716.805
       5490.1149       31333.615
       5490.1317       31246.881
       5490.1485       31528.395
       5490.1653       31492.377
       5490.1821       31606.338
       5490.1989       31439.934
       5490.2157       31346.838
       5490.2325       32029.098
       5490.2493       32169.539
       5490.2661       32425.777
       5490.2829       32373.113
       5490.2997       32001.324
       5490.3165       32104.709
       5490.3333       32360.895
       5490.3501       32094.498
       5490.3668       32599.984
       5490.3836       32763.619
       5490.4004       32877.531
       5490.4172       32956.766
       5490.4340       33204.121
       5490.4508       33311.645
       5490.4675       33365.133
       5490.4843       33115.297
       5490.5011       33329.496
       5490.5179       33385.762
       5490.5347       32924.594
       5490.5514       33077.027
       5490.5682       32900.473
       5490.5850       32429.906
       5490.6017       32861.578
       5490.6185       32728.363
       5490.6353       32548.760
       5490.6521       32292.531
       5490.6688       32070.340
       5490.6856       32100.781
       5490.7024       31073.365
       5490.7191       30311.967
       5490.7359       29864.422
       5490.7526       29281.730
       5490.7694       28166.910
       5490.7862       28015.600
       5490.8029       27870.646
       5490.8197       28487.510
       5490.8364       29484.670
       5490.8532       30329.035
       5490.8699       31096.254
       5490.8867       31770.486
       5490.9034       32078.502
       5490.9202       32318.777
       5490.9369       32589.018
       5490.9537       32885.301
       5490.9704       33364.684
       5490.9872       33446.578
       5491.0039       33649.848
       5491.0207       33858.484
       5491.0374       33828.523
       5491.0541       33939.988
       5491.0709       34438.844
       5491.0876       34129.723
       5491.1043       34525.613
       5491.1211       34614.688
       5491.1378       34707.160
       5491.1545       34348.004
       5491.1713       34635.848
       5491.1880       34675.344
       5491.2047       34222.727
       5491.2215       34779.145
       5491.2382       34957.316
       5491.2549       34886.641
       5491.2716       34796.617
       5491.2884       35046.629
       5491.3051       34856.527
       5491.3218       35025.969
       5491.3385       34824.727
       5491.3552       34695.098
       5491.3720       34091.184
       5491.3887       33847.516
       5491.4054       33853.207
       5491.4221       33606.313
       5491.4388       33069.863
       5491.4555       32354.137
       5491.4722       32113.469
       5491.4889       32014.775
       5491.5057       31774.338
       5491.5224       32570.740
       5491.5391       33066.785
       5491.5558       33199.016
       5491.5725       33471.004
       5491.5892       33032.504
       5491.6059       32714.480
       5491.6226       31383.182
       5491.6393       30486.055
       5491.6560       29404.975
       5491.6727       28645.287
       5491.6894       29437.428
       5491.7061       30474.867
       5491.7227       31757.895
       5491.7394       33007.191
       5491.7561       33825.438
       5491.7728       34653.707
       5491.7895       35417.184
       5491.8062       35837.777
       5491.8229       36032.320
       5491.8396       36019.285
       5491.8562       36064.063
       5491.8729       35649.375
       5491.8896       35297.355
       5491.9063       33606.449
       5491.9230       31605.057
       5491.9396       28739.773
       5491.9563       26520.666
       5491.9730       25596.670
       5491.9897       26113.240
       5492.0063       28124.619
       5492.0230       30616.619
       5492.0397       33059.496
       5492.0563       34854.727
       5492.0730       35472.688
       5492.0897       36145.047
       5492.1063       36113.102
       5492.1230       36334.988
       5492.1397       36789.766
       5492.1563       36527.766
       5492.1730       36346.996
       5492.1897       36658.098
       5492.2063       36805.320
       5492.2230       36964.844
       5492.2396       37044.320
       5492.2563       36957.867
       5492.2729       36709.773
       5492.2896       37162.008
       5492.3062       37009.535
       5492.3229       37139.746
       5492.3395       37722.930
       5492.3562       37301.512
       5492.3728       37938.102
       5492.3895       37758.473
       5492.4061       37369.098
       5492.4228       36857.031
       5492.4394       36140.320
       5492.4560       34263.082
       5492.4727       32394.570
       5492.4893       30416.156
       5492.5060       28606.658
       5492.5226       28204.184
       5492.5392       29536.545
       5492.5559       30994.221
       5492.5725       33267.262
       5492.5891       34980.234
       5492.6058       36078.672
       5492.6224       36428.898
       5492.6390       36480.879
       5492.6556       36461.188
       5492.6723       36037.570
       5492.6889       36524.242
       5492.7055       36806.051
       5492.7221       37577.625
       5492.7387       37872.012
       5492.7554       37750.598
       5492.7720       37531.172
       5492.7886       38279.613
       5492.8052       38253.449
       5492.8218       38284.660
       5492.8384       38530.766
       5492.8551       38515.828
       5492.8717       38919.195
       5492.8883       38383.699
       5492.9049       39057.242
       5492.9215       39138.270
       5492.9381       38735.988
       5492.9547       38772.789
       5492.9713       38853.648
       5492.9879       38401.473
       5493.0045       38730.535
       5493.0211       38540.605
       5493.0377       38478.137
       5493.0543       38627.082
       5493.0709       38575.559
       5493.0875       38636.836
       5493.1041       38823.582
       5493.1207       39018.754
       5493.1373       38981.391
       5493.1539       39431.621
       5493.1705       38924.500
       5493.1870       39536.508
       5493.2036       39473.000
       5493.2202       39816.008
       5493.2368       39819.645
       5493.2534       39889.551
       5493.2700       40146.488
       5493.2866       40198.746
       5493.3031       40035.875
       5493.3197       40098.137
       5493.3363       40162.879
       5493.3529       40293.336
       5493.3694       40106.371
       5493.3860       40088.371
       5493.4026       39757.418
       5493.4192       39850.473
       5493.4357       39663.805
       5493.4523       39312.039
       5493.4689       39621.961
       5493.4854       39192.715
       5493.5020       39487.871
       5493.5186       39562.367
       5493.5351       39652.039
       5493.5517       39564.898
       5493.5683       38601.961
       5493.5848       37930.070
       5493.6014       36656.016
       5493.6179       35626.203
       5493.6345       33965.008
       5493.6510       33046.113
       5493.6676       33275.828
       5493.6841       34315.570
       5493.7007       36043.668
       5493.7173       37607.367
       5493.7338       39135.199
       5493.7503       39613.523
       5493.7669       40217.953
       5493.7834       40711.367
       5493.8000       41197.336
       5493.8165       41159.051
       5493.8331       40935.477
       5493.8496       40633.965
       5493.8662       41024.195
       5493.8827       40381.367
       5493.8992       40865.098
       5493.9158       40522.086
       5493.9323       40692.984
       5493.9488       39995.504
       5493.9654       39778.988
       5493.9819       39176.621
       5493.9984       39282.516
       5494.0150       39278.082
       5494.0315       39120.953
       5494.0480       39570.590
       5494.0645       39834.586
       5494.0811       39799.766
       5494.0976       40129.832
       5494.1141       40318.980
       5494.1306       39967.371
       5494.1472       39942.133
       5494.1637       40124.574
       5494.1802       40048.289
       5494.1967       40485.602
       5494.2132       40846.707
       5494.2297       42014.859
       5494.2462       41877.926
       5494.2628       42240.496
       5494.2793       42033.098
       5494.2958       41850.668
       5494.3123       42500.148
       5494.3288       42346.469
       5494.3453       42624.559
       5494.3618       42622.996
       5494.3783       42567.188
       5494.3948       42414.793
       5494.4113       42164.418
       5494.4278       42599.387
       5494.4443       42122.996
       5494.4608       42099.703
       5494.4773       42380.063
       5494.4938       42370.559
       5494.5103       42131.832
       5494.5268       42559.273
       5494.5433       42626.234
       5494.5598       42444.512
       5494.5763       41758.320
       5494.5927       41875.926
       5494.6092       41816.922
       5494.6257       41601.832
       5494.6422       41013.688
       5494.6587       40123.754
       5494.6752       38237.395
       5494.6916       37511.715
       5494.7081       37487.250
       5494.7246       38177.711
       5494.7411       38799.340
       5494.7576       39751.473
       5494.7740       40631.449
       5494.7905       41495.926
       5494.8070       42009.402
       5494.8234       41970.363
       5494.8399       41958.086
       5494.8564       42426.887
       5494.8729       41824.324
       5494.8893       41795.125
       5494.9058       41655.582
       5494.9223       41067.004
       5494.9387       41153.418
       5494.9552       40818.727
       5494.9716       40147.926
       5494.9881       39368.117
       5495.0046       37911.270
       5495.0210       36436.023
       5495.0375       35511.680
       5495.0539       34685.277
       5495.0704       34888.434
       5495.0868       35730.941
       5495.1033       36889.910
       5495.1197       38419.883
       5495.1362       39172.086
       5495.1526       39871.898
       5495.1691       40505.266
       5495.1855       40672.539
       5495.2020       40878.340
       5495.2184       40991.070
       5495.2348       39642.449
       5495.2513       37780.547
       5495.2677       34795.121
       5495.2842       31023.520
       5495.3006       27537.410
       5495.3170       25801.135
       5495.3335       25801.191
       5495.3499       28216.910
       5495.3663       31422.018
       5495.3828       35451.316
       5495.3992       38140.859
       5495.4156       40552.035
       5495.4321       41538.063
       5495.4485       42481.309
       5495.4649       43097.316
       5495.4813       42983.590
       5495.4978       43788.035
       5495.5142       43886.957
       5495.5306       43817.652
       5495.5470       43488.078
       5495.5634       42246.805
       5495.5799       41035.652
       5495.5963       40199.738
       5495.6127       37557.539
       5495.6291       35781.051
       5495.6455       34021.613
       5495.6619       33584.883
       5495.6783       33322.691
       5495.6947       33750.703
       5495.7111       34727.477
       5495.7276       35989.875
       5495.7440       37296.441
       5495.7604       39075.551
       5495.7768       40575.207
       5495.7932       41299.324
       5495.8096       41739.363
       5495.8260       42449.648
       5495.8424       42754.371
       5495.8588       43620.180
       5495.8752       44382.035
       5495.8916       43831.367
       5495.9079       44579.551
       5495.9243       44720.906
       5495.9407       45168.477
       5495.9571       44670.559
       5495.9735       45100.121
       5495.9899       45058.113
       5496.0063       45086.270
       5496.0227       45135.813
       5496.0390       45290.063
       5496.0554       45521.188
       5496.0718       45372.926
       5496.0882       45707.496
       5496.1046       45716.324
       5496.1209       45431.293
       5496.1373       45189.055
       5496.1537       45100.422
       5496.1701       45268.188
       5496.1864       44380.352
       5496.2028       43522.949
       5496.2192       41551.262
       5496.2356       38736.637
       5496.2519       35464.953
       5496.2683       32852.902
       5496.2847       30887.326
       5496.3010       31602.953
       5496.3174       33890.438
       5496.3338       37103.320
       5496.3501       40152.637
       5496.3665       42333.066
       5496.3828       44417.914
       5496.3992       45486.703
       5496.4156       45745.449
       5496.4319       45941.629
       5496.4483       45757.352
       5496.4646       45366.871
       5496.4810       44904.203
       5496.4973       44413.582
       5496.5137       44473.145
       5496.5300       44002.645
       5496.5464       44286.340
       5496.5627       44891.965
       5496.5791       44752.609
       5496.5954       45258.293
       5496.6117       45209.309
       5496.6281       44674.594
       5496.6444       42605.102
       5496.6608       40621.449
       5496.6771       38095.531
       5496.6934       36024.848
       5496.7098       35186.797
       5496.7261       36716.820
       5496.7424       38674.477
       5496.7588       41294.305
       5496.7751       43707.977
       5496.7914       45349.055
       5496.8078       46785.734
       5496.8241       47530.453
       5496.8404       47991.164
       5496.8567       47849.387
       5496.8731       47942.371
       5496.8894       48300.363
       5496.9057       48242.230
       5496.9220       48379.395
       5496.9383       48402.125
       5496.9547       48481.645
       5496.9710       48660.449
       5496.9873       48565.523
       5497.0036       48724.750
       5497.0199       48571.859
       5497.0362       48896.457
       5497.0525       48660.383
       5497.0689       48874.605
       5497.0852       48318.246
       5497.1015       48767.031
       5497.1178       48378.219
       5497.1341       48401.414
       5497.1504       48686.785
       5497.1667       48546.641
       5497.1830       48245.461
       5497.1993       48823.945
       5497.2156       48394.168
       5497.2319       48855.426
       5497.2482       48283.508
       5497.2645       48788.234
       5497.2808       48511.211
       5497.2971       48998.453
       5497.3133       48971.910
       5497.3296       48666.711
       5497.3459       48313.551
       5497.3622       48551.387
       5497.3785       47642.492
       5497.3948       47603.660
       5497.4111       47608.797
       5497.4274       47587.598
       5497.4436       47570.395
       5497.4599       47460.309
       5497.4762       47281.906
       5497.4925       46913.527
       5497.5088       47224.844
       5497.5250       46842.098
       5497.5413       47365.684
       5497.5576       47974.379
       5497.5739       48284.910
       5497.5901       49050.000
       5497.6064       49157.387
       5497.6227       49067.438
       5497.6389       49252.516
       5497.6552       49209.734
       5497.6715       49099.086
       5497.6877       48593.766
       5497.7040       48571.508
       5497.7203       48633.746
       5497.7365       48825.895
       5497.7528       49315.570
       5497.7690       49152.113
       5497.7853       49714.953
       5497.8016       50034.473
       5497.8178       50132.762
       5497.8341       49998.184
       5497.8503       50562.645
       5497.8666       50787.004
       5497.8828       50354.953
       5497.8991       50400.793
       5497.9153       50615.449
       5497.9316       50083.383
       5497.9478       50060.133
       5497.9640       50616.949
       5497.9803       50287.762
       5497.9965       50232.898
       5498.0128       50813.348
       5498.0290       50838.953
       5498.0453       50210.484
       5498.0615       50377.734
       5498.0777       50494.098
       5498.0940       50567.980
       5498.1102       50617.586
       5498.1264       50789.113
       5498.1427       50752.980
       5498.1589       50632.410
       5498.1751       50814.461
       5498.1913       50871.664
       5498.2076       50629.746
       5498.2238       50504.609
       5498.2400       50070.012
       5498.2562       49853.000
       5498.2725       49174.781
       5498.2887       48714.949
       5498.3049       48455.160
       5498.3211       46663.809
       5498.3373       46148.961
       5498.3536       44972.852
       5498.3698       43992.453
       5498.3860       43549.496
       5498.4022       44257.184
       5498.4184       45369.313
       5498.4346       46948.543
       5498.4508       48357.527
       5498.4670       49563.664
       5498.4832       50413.105
       5498.4994       51020.324
       5498.5157       51625.688
       5498.5319       51355.785
       5498.5481       51090.582
       5498.5643       50388.570
       5498.5805       50184.285
       5498.5967       49772.711
       5498.6129       49358.598
       5498.6291       49957.508
       5498.6452       50038.477
       5498.6614       50719.629
       5498.6776       50959.582
       5498.6938       51731.754
       5498.7100       51378.770
       5498.7262       51067.359
       5498.7424       51257.730
       5498.7586       51182.977
       5498.7748       51544.547
       5498.7909       52148.906
       5498.8071       52156.898
       5498.8233       52200.320
       5498.8395       52523.688
       5498.8557       52026.004
       5498.8718       51986.582
       5498.8880       51283.035
       5498.9042       50964.234
       5498.9204       49885.957
       5498.9365       50171.184
       5498.9527       49868.000
       5498.9689       49730.281
       5498.9851       49995.902
       5499.0012       50027.566
       5499.0174       49548.359
       5499.0336       50240.551
       5499.0497       50121.180
       5499.0659       50765.293
       5499.0821       50854.535
       5499.0982       50876.016
       5499.1144       50737.777
       5499.1305       50203.844
       5499.1467       49289.328
       5499.1629       47668.559
       5499.1790       46332.145
       5499.1952       44066.965
       5499.2113       41232.906
       5499.2275       38528.957
       5499.2436       35582.840
       5499.2598       31379.857
       5499.2759       26492.803
       5499.2921       20827.318
       5499.3082       16097.485
       5499.3244       12391.568
       5499.3405       10779.041
       5499.3566       10535.890
       5499.3728       12656.402
       5499.3889       17105.910
       5499.4051       23769.754
       5499.4212       31114.613
       5499.4373       37610.375
       5499.4535       42591.797
       5499.4696       46477.121
       5499.4857       48245.184
       5499.5019       50145.656
       5499.5180       51358.926
       5499.5341       51867.516
       5499.5503       52489.383
       5499.5664       52915.633
       5499.5825       53470.770
       5499.5986       53652.918
       5499.6148       53607.633
       5499.6309       53569.875
