FILENAME: HD127334_2015-06-14T22-55-09.547_cb.spec.fits
OBJECT: HD127334
TELESCOP: TNG     
INSTRUME: HARPN   
DATE-OBS: 2015-06-14T22:55:09.547
EXPTIME:        450.00000
RA:        14.493558
DEC:        2.7863942
WS_BARY:       -16775.111
WS_BJD:        2457188.5
       5480.3445       12027.407
       5480.3620       12794.225
       5480.3794       13230.301
       5480.3969       13811.990
       5480.4144       13986.653
       5480.4319       14122.468
       5480.4493       13950.745
       5480.4668       14131.001
       5480.4843       14089.792
       5480.5017       14211.597
       5480.5192       14241.362
       5480.5367       13971.104
       5480.5541       14205.719
       5480.5716       14150.852
       5480.5890       14268.465
       5480.6065       14130.815
       5480.6240       14230.346
       5480.6414       14189.551
       5480.6589       14295.146
       5480.6763       14323.661
       5480.6938       14309.081
       5480.7112       14513.371
       5480.7287       14561.690
       5480.7461       14222.872
       5480.7636       14445.598
       5480.7810       14331.724
       5480.7985       14421.838
       5480.8159       14574.168
       5480.8334       14525.138
       5480.8508       14714.451
       5480.8683       14579.514
       5480.8857       14604.374
       5480.9031       14374.373
       5480.9206       14881.775
       5480.9380       14653.277
       5480.9555       14855.209
       5480.9729       14702.140
       5480.9903       14560.185
       5481.0078       14801.128
       5481.0252       14821.306
       5481.0426       14801.931
       5481.0601       14816.101
       5481.0775       14872.061
       5481.0949       14891.961
       5481.1123       14793.794
       5481.1298       14731.677
       5481.1472       14658.017
       5481.1646       14647.773
       5481.1820       14738.626
       5481.1994       14646.296
       5481.2169       14794.274
       5481.2343       14885.001
       5481.2517       14724.529
       5481.2691       14769.532
       5481.2865       14747.100
       5481.3039       15222.006
       5481.3214       14908.494
       5481.3388       15283.646
       5481.3562       15084.343
       5481.3736       15017.541
       5481.3910       15128.112
       5481.4084       15204.509
       5481.4258       15511.192
       5481.4432       15440.034
       5481.4606       15470.003
       5481.4780       15422.204
       5481.4954       15317.219
       5481.5128       15814.719
       5481.5302       15669.449
       5481.5476       15332.329
       5481.5650       15546.471
       5481.5824       15607.805
       5481.5998       15666.731
       5481.6172       15644.139
       5481.6346       15692.408
       5481.6520       15801.506
       5481.6693       15842.931
       5481.6867       15759.232
       5481.7041       15621.962
       5481.7215       15680.923
       5481.7389       15567.044
       5481.7563       15360.470
       5481.7736       15438.550
       5481.7910       15301.165
       5481.8084       15477.887
       5481.8258       15649.542
       5481.8432       15716.204
       5481.8605       15778.501
       5481.8779       15983.810
       5481.8953       16055.386
       5481.9127       15971.076
       5481.9300       15681.883
       5481.9474       15839.508
       5481.9648       16129.777
       5481.9821       16028.174
       5481.9995       15937.922
       5482.0169       15845.972
       5482.0342       16035.354
       5482.0516       16061.598
       5482.0689       16083.388
       5482.0863       16192.265
       5482.1037       16173.391
       5482.1210       16248.980
       5482.1384       16230.642
       5482.1557       16202.664
       5482.1731       16322.501
       5482.1904       16315.918
       5482.2078       16411.924
       5482.2251       16314.337
       5482.2425       16332.002
       5482.2598       15980.302
       5482.2772       15346.427
       5482.2945       14898.670
       5482.3119       14369.091
       5482.3292       14064.671
       5482.3466       13951.864
       5482.3639       14639.864
       5482.3812       15358.118
       5482.3986       15796.337
       5482.4159       16209.329
       5482.4333       16693.125
