FILENAME: HD127334_2015-06-14T20-53-11.015_cb.spec.fits
OBJECT: HD127334
TELESCOP: TNG     
INSTRUME: HARPN   
DATE-OBS: 2015-06-14T20:53:11.015
EXPTIME:        450.00000
RA:        14.493558
DEC:        2.7863941
WS_BARY:       -16605.393
WS_BJD:        2457188.4
       5480.3445       13511.937
       5480.3620       14265.277
       5480.3794       14943.845
       5480.3969       15242.874
       5480.4144       15550.713
       5480.4319       15627.374
       5480.4493       15455.283
       5480.4668       15593.848
       5480.4843       15513.999
       5480.5017       15615.216
       5480.5192       15527.917
       5480.5367       15393.819
       5480.5541       15849.944
       5480.5716       15657.835
       5480.5890       15656.258
       5480.6065       15488.265
       5480.6240       15760.169
       5480.6414       15631.502
       5480.6589       15672.219
       5480.6763       15852.171
       5480.6938       15887.664
       5480.7112       15970.240
       5480.7287       16030.146
       5480.7461       15802.025
       5480.7636       15905.685
       5480.7810       15841.532
       5480.7985       15942.767
       5480.8159       16047.895
       5480.8334       16008.586
       5480.8508       16232.542
       5480.8683       16172.875
       5480.8857       16159.074
       5480.9031       16050.558
       5480.9206       16535.467
       5480.9380       16305.189
       5480.9555       16460.408
       5480.9729       16259.485
       5480.9903       16021.127
       5481.0078       16366.383
       5481.0252       16194.608
       5481.0426       16152.604
       5481.0601       16414.246
       5481.0775       16121.803
       5481.0949       16047.731
       5481.1123       16317.932
       5481.1298       16195.250
       5481.1472       16215.722
       5481.1646       16223.954
       5481.1820       16328.610
       5481.1994       16191.283
       5481.2169       16240.047
       5481.2343       16450.563
       5481.2517       16335.595
       5481.2691       16567.293
       5481.2865       16558.299
       5481.3039       16804.697
       5481.3214       16478.510
       5481.3388       16696.736
       5481.3562       16652.047
       5481.3736       16738.178
       5481.3910       16988.494
       5481.4084       16826.504
       5481.4258       16855.578
       5481.4432       17192.893
       5481.4606       17189.260
       5481.4780       17074.670
       5481.4954       17145.127
       5481.5128       17121.889
       5481.5302       17251.141
       5481.5476       17006.545
       5481.5650       17113.754
       5481.5824       16914.836
       5481.5998       17127.434
       5481.6172       17326.428
       5481.6346       17307.123
       5481.6520       17248.633
       5481.6693       17532.838
       5481.6867       17420.367
       5481.7041       17448.420
       5481.7215       17149.266
       5481.7389       16975.451
       5481.7563       17194.156
       5481.7736       17021.004
       5481.7910       17067.273
       5481.8084       17141.027
       5481.8258       17256.961
       5481.8432       17341.994
       5481.8605       17242.422
       5481.8779       17353.299
       5481.8953       17659.865
       5481.9127       17561.828
       5481.9300       17534.166
       5481.9474       17459.992
       5481.9648       17605.717
       5481.9821       17645.260
       5481.9995       17698.535
       5482.0169       17325.969
       5482.0342       17677.268
       5482.0516       17614.676
       5482.0689       17915.861
       5482.0863       17750.131
       5482.1037       17967.914
       5482.1210       17643.590
       5482.1384       17967.391
       5482.1557       17845.309
       5482.1731       18087.563
       5482.1904       17837.271
       5482.2078       18057.201
       5482.2251       17951.461
       5482.2425       17935.486
       5482.2598       17280.809
       5482.2772       16872.137
       5482.2945       16408.041
       5482.3119       15758.043
       5482.3292       15621.618
       5482.3466       15610.288
       5482.3639       16215.869
       5482.3812       16859.072
       5482.3986       17346.943
       5482.4159       18068.301
       5482.4333       18293.965
